1,2,3,4,5,6,7,8,9
sausage,ham,pip fruit,whole milk,butter milk,yogurt,hard cheese,spread cheese,rolls/buns
hard cheese,white bread,brown bread,,,,,,
long life bakery product,,,,,,,,
chicken,,,,,,,,
frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer,
pastry,mustard,bottled beer,,,,,,
shopping bags,,,,,,,,
tropical fruit,rolls/buns,pastry,,,,,,
frozen meals,rolls/buns,bottled beer,,,,,,
whole milk,,,,,,,,
pork,sugar,newspapers,,,,,,
hamburger meat,pip fruit,whole milk,hard cheese,chocolate,,,,
other vegetables,pastry,candy,napkins,,,,,
domestic eggs,rolls/buns,,,,,,,
hamburger meat,hard cheese,frozen vegetables,soda,,,,,
berries,root vegetables,whole milk,curd,frozen fish,domestic eggs,rolls/buns,,
pastry,soda,,,,,,,
sausage,yogurt,rolls/buns,soda,,,,,
frozen vegetables,,,,,,,,
dessert,rolls/buns,sugar,bottled water,,,,,
pip fruit,whole milk,domestic eggs,,,,,,
liver loaf,beef,onions,specialty chocolate,napkins,shopping bags,,,
root vegetables,whole milk,rolls/buns,specialty chocolate,,,,,
root vegetables,yogurt,pastry,,,,,,
other vegetables,rolls/buns,soda,,,,,,
chicken,pip fruit,whole milk,pastry,coffee,,,,
rolls/buns,,,,,,,,
butter milk,canned fish,,,,,,,
butter milk,soft cheese,rolls/buns,,,,,,
onions,other vegetables,specialty cheese,,,,,,
ham,hamburger meat,other vegetables,whole milk,curd,mayonnaise,domestic eggs,rolls/buns,margarine
coffee,,,,,,,,
chicken,other vegetables,whole milk,yogurt,frozen vegetables,coffee,bottled beer,red/blush wine,
whole milk,curd,dessert,shopping bags,,,,,
frankfurter,hamburger meat,tropical fruit,root vegetables,domestic eggs,Instant food products,detergent,,
citrus fruit,pip fruit,whole milk,curd,whipped/sour cream,bottled water,bottled beer,specialty chocolate,shopping bags
tropical fruit,whole milk,cat food,popcorn,specialty bar,,,,
citrus fruit,other vegetables,butter,brown bread,baking powder,bottled water,soda,,
whole milk,,,,,,,,
canned beer,,,,,,,,
canned beer,,,,,,,,
citrus fruit,rolls/buns,pastry,soda,pot plants,shopping bags,,,
chicken,onions,other vegetables,whole milk,frozen fish,brown bread,soda,white wine,
canned beer,,,,,,,,
sugar,bottled water,white wine,,,,,,
pork,tropical fruit,whole milk,curd,frozen meals,domestic eggs,margarine,pickled vegetables,soda
rolls/buns,soda,waffles,chewing gum,,,,,
whole milk,frozen vegetables,rolls/buns,pastry,kitchen towels,newspapers,,,
rolls/buns,brown bread,fruit/vegetable juice,newspapers,,,,,
mayonnaise,rolls/buns,,,,,,,
rolls/buns,,,,,,,,
pork,frozen vegetables,pastry,misc. beverages,,,,,
citrus fruit,other vegetables,whole milk,flour,,,,,
beverages,,,,,,,,
napkins,,,,,,,,
canned beer,,,,,,,,
soda,chewing gum,newspapers,photo/film,,,,,
bottled beer,liquor (appetizer),dishes,,,,,,
sausage,pork,beef,hamburger meat,grapes,root vegetables,other vegetables,dessert,rolls/buns
sausage,bottled beer,dish cleaner,,,,,,
rolls/buns,canned beer,,,,,,,
tropical fruit,grapes,UHT-milk,pickled vegetables,jam,coffee,salty snack,,
frankfurter,pork,root vegetables,whole milk,yogurt,frozen fish,soda,,
sausage,citrus fruit,berries,other vegetables,hard cheese,rolls/buns,bottled water,,
sausage,butter milk,rolls/buns,bottled water,soda,canned beer,shopping bags,,
whole milk,rolls/buns,,,,,,,
root vegetables,herbs,whole milk,butter milk,cream cheese ,waffles,napkins,newspapers,
sausage,rolls/buns,brandy,,,,,,
root vegetables,other vegetables,whole milk,butter,mustard,bottled water,flower (seeds),,
tropical fruit,candy,,,,,,,
hamburger meat,fruit/vegetable juice,canned beer,white wine,,,,,
meat,whole milk,yogurt,soda,male cosmetics,,,,
soda,,,,,,,,
frankfurter,white bread,margarine,shopping bags,,,,,
other vegetables,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,
pastry,newspapers,,,,,,,
canned beer,salty snack,,,,,,,
canned beer,,,,,,,,
condensed milk,coffee,,,,,,,
ham,citrus fruit,tropical fruit,whole milk,yogurt,whipped/sour cream,soda,,
cream cheese ,,,,,,,,
pork,root vegetables,onions,other vegetables,margarine,sugar,spices,,
pastry,soda,,,,,,,
citrus fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,processed cheese
meat,finished products,white bread,long life bakery product,shopping bags,,,,
soda,fruit/vegetable juice,specialty bar,,,,,,
yogurt,cream cheese ,rolls/buns,chocolate,,,,,
whipped/sour cream,domestic eggs,margarine,,,,,,
sausage,other vegetables,yogurt,bottled water,soda,canned beer,shopping bags,,
canned beer,,,,,,,,
root vegetables,other vegetables,photo/film,,,,,,
pastry,soda,,,,,,,
rolls/buns,coffee,red/blush wine,chewing gum,,,,,
rolls/buns,,,,,,,,
frankfurter,sausage,pip fruit,other vegetables,rolls/buns,sweet spreads,chocolate,,
sausage,yogurt,rolls/buns,pastry,dog food,soda,,,
liquor,,,,,,,,
yogurt,rolls/buns,,,,,,,
frankfurter,rolls/buns,brown bread,shopping bags,,,,,
ham,pork,other vegetables,whole milk,frozen vegetables,rolls/buns,rum,,
chocolate,,,,,,,,
bottled beer,newspapers,,,,,,,
chicken,citrus fruit,tropical fruit,other vegetables,whole milk,whipped/sour cream,rolls/buns,pastry,flour
specialty cheese,hygiene articles,newspapers,shopping bags,,,,,
frankfurter,sausage,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables
pip fruit,bottled beer,,,,,,,
canned beer,,,,,,,,
pork,other vegetables,soda,,,,,,
canned beer,,,,,,,,
beef,root vegetables,other vegetables,whole milk,dessert,yogurt,rolls/buns,margarine,jam
rolls/buns,pastry,,,,,,,
dental care,male cosmetics,,,,,,,
sausage,turkey,beef,citrus fruit,herbs,flour,margarine,Instant food products,bottled water
rolls/buns,soda,,,,,,,
whole milk,pastry,soda,,,,,,
beef,tropical fruit,root vegetables,whole milk,,,,,
ham,whole milk,domestic eggs,tea,bottled water,bottled beer,,,
finished products,chicken,pork,beef,hamburger meat,berries,butter,domestic eggs,rolls/buns
dessert,beverages,ice cream,soda,,,,,
rolls/buns,bottled water,bottled beer,,,,,,
sausage,liver loaf,misc. beverages,fruit/vegetable juice,canned beer,salty snack,shopping bags,,
citrus fruit,soda,misc. beverages,canned beer,chocolate,specialty chocolate,candy,shopping bags,
whole milk,frozen vegetables,,,,,,,
whole milk,curd,margarine,,,,,,
sausage,yogurt,cream,,,,,,
root vegetables,whole milk,oil,mustard,fruit/vegetable juice,waffles,dishes,shopping bags,
organic sausage,rolls/buns,,,,,,,
pork,tropical fruit,other vegetables,coffee,shopping bags,,,,
dessert,yogurt,rolls/buns,meat spreads,bottled water,soda,chocolate,shopping bags,
canned beer,,,,,,,,
citrus fruit,root vegetables,other vegetables,whipped/sour cream,processed cheese,rolls/buns,newspapers,,
hamburger meat,root vegetables,frozen vegetables,rolls/buns,brown bread,margarine,soda,fruit/vegetable juice,white wine
citrus fruit,tropical fruit,pip fruit,grapes,berries,root vegetables,other vegetables,beverages,Instant food products
other vegetables,,,,,,,,
canned beer,,,,,,,,
rolls/buns,canned fruit,,,,,,,
ham,other vegetables,condensed milk,domestic eggs,salty snack,,,,
beverages,waffles,,,,,,,
whole milk,brown bread,pastry,,,,,,
canned beer,,,,,,,,
frankfurter,sausage,whole milk,margarine,sauces,chocolate,,,
whole milk,frozen dessert,margarine,snack products,,,,,
citrus fruit,,,,,,,,
frankfurter,pork,herbs,other vegetables,butter,rolls/buns,,,
frankfurter,sausage,other vegetables,whole milk,butter,curd,dessert,yogurt,brown bread
yogurt,beverages,bottled beer,dishes,,,,,
whipped/sour cream,condensed milk,domestic eggs,flour,oil,sugar,,,
candy,,,,,,,,
frankfurter,rolls/buns,,,,,,,
chicken,beef,pip fruit,berries,other vegetables,whole milk,whipped/sour cream,frozen fruits,frozen meals
sausage,rolls/buns,,,,,,,
brown bread,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,coffee,,,,
bottled water,long life bakery product,,,,,,,
chicken,UHT-milk,frozen vegetables,ice cream,pickled vegetables,bottled beer,newspapers,shopping bags,
sausage,tropical fruit,other vegetables,butter,sliced cheese,domestic eggs,rolls/buns,brown bread,napkins
chicken,pork,butter,candles,,,,,
pork,yogurt,beverages,frozen vegetables,frozen meals,rolls/buns,potato products,bottled beer,chocolate marshmallow
ham,rolls/buns,soda,shopping bags,,,,,
citrus fruit,root vegetables,domestic eggs,margarine,dishes,,,,
rolls/buns,pastry,pasta,soda,fruit/vegetable juice,specialty chocolate,,,
tropical fruit,nuts/prunes,whole milk,whipped/sour cream,waffles,newspapers,,,
other vegetables,whole milk,whipped/sour cream,condensed milk,rolls/buns,shopping bags,,,
other vegetables,white bread,newspapers,,,,,,
photo/film,,,,,,,,
pork,tropical fruit,root vegetables,whipped/sour cream,UHT-milk,frozen vegetables,roll products ,oil,bottled water
pastry,sugar,mustard,chewing gum,shopping bags,,,,
frankfurter,,,,,,,,
rolls/buns,soda,,,,,,,
berries,cookware,flower (seeds),,,,,,
photo/film,shopping bags,,,,,,,
photo/film,,,,,,,,
whole milk,butter,curd,frozen vegetables,bottled water,bottled beer,detergent,pot plants,shopping bags
waffles,,,,,,,,
sausage,sliced cheese,cream cheese ,candy,shopping bags,,,,
hamburger meat,other vegetables,margarine,sugar,baking powder,sweet spreads,fruit/vegetable juice,chewing gum,specialty bar
canned beer,,,,,,,,
other vegetables,specialty cheese,,,,,,,
chicken,whole milk,frozen vegetables,brown bread,sugar,dog food,,,
ice cream,chewing gum,,,,,,,
pork,tropical fruit,root vegetables,herbs,whole milk,butter,domestic eggs,rolls/buns,baking powder
citrus fruit,pip fruit,other vegetables,whole milk,butter,yogurt,salt,,
frozen meals,pastry,pasta,,,,,,
ham,meat,chicken,tropical fruit,berries,soft cheese,specialty cheese,long life bakery product,flower (seeds)
hamburger meat,hard cheese,pasta,canned vegetables,,,,,
soda,misc. beverages,sparkling wine,chewing gum,specialty chocolate,shopping bags,,,
frankfurter,root vegetables,,,,,,,
canned beer,,,,,,,,
frozen meals,soda,shopping bags,,,,,,
whole milk,,,,,,,,
misc. beverages,,,,,,,,
canned beer,,,,,,,,
root vegetables,,,,,,,,
sausage,onions,,,,,,,
canned beer,male cosmetics,,,,,,,
tropical fruit,onions,spread cheese,coffee,canned beer,liquor (appetizer),red/blush wine,dental care,light bulbs
pastry,soda,,,,,,,
sausage,ham,dessert,,,,,,
canned beer,,,,,,,,
soda,,,,,,,,
canned beer,newspapers,,,,,,,
cat food,waffles,,,,,,,
sausage,meat,pork,root vegetables,other vegetables,sliced cheese,margarine,cat food,coffee
bottled water,soda,,,,,,,
soda,chocolate,,,,,,,
rolls/buns,,,,,,,,
pork,,,,,,,,
frozen meals,,,,,,,,
soda,,,,,,,,
pastry,soda,,,,,,,
shopping bags,,,,,,,,
brown bread,bottled water,,,,,,,
yogurt,,,,,,,,
bottled beer,,,,,,,,
pip fruit,whole milk,rolls/buns,pickled vegetables,waffles,,,,
hamburger meat,other vegetables,frozen vegetables,frozen meals,cat food,fruit/vegetable juice,,,
long life bakery product,pot plants,,,,,,,
ham,whipped/sour cream,beverages,domestic eggs,fruit/vegetable juice,,,,
butter,napkins,,,,,,,
whole milk,seasonal products,shopping bags,,,,,,
dessert,,,,,,,,
photo/film,,,,,,,,
bags,,,,,,,,
rolls/buns,brown bread,,,,,,,
brown bread,bottled water,soda,fruit/vegetable juice,bottled beer,newspapers,photo/film,,
beef,root vegetables,other vegetables,margarine,salty snack,waffles,specialty chocolate,kitchen towels,newspapers
dessert,soft cheese,rolls/buns,,,,,,
misc. beverages,,,,,,,,
sugar,,,,,,,,
sausage,rolls/buns,soda,chocolate,,,,,
whole milk,canned fish,newspapers,,,,,,
sausage,finished products,beverages,domestic eggs,pastry,salty snack,,,
canned beer,,,,,,,,
citrus fruit,tropical fruit,frozen meals,frozen dessert,rolls/buns,misc. beverages,,,
sausage,bottled beer,liquor,red/blush wine,,,,,
whole milk,newspapers,,,,,,,
pip fruit,whole milk,pastry,waffles,cake bar,specialty bar,shopping bags,,
frankfurter,bottled beer,,,,,,,
citrus fruit,whole milk,,,,,,,
misc. beverages,,,,,,,,
frankfurter,beef,brown bread,margarine,soda,candy,,,
chocolate,napkins,,,,,,,
ham,tropical fruit,pip fruit,grapes,berries,other vegetables,curd,dessert,yogurt
frankfurter,brown bread,bottled beer,,,,,,
brown bread,,,,,,,,
rolls/buns,white bread,waffles,,,,,,
pip fruit,zwieback,salty snack,cake bar,specialty bar,,,,
sausage,root vegetables,whole milk,rolls/buns,brown bread,margarine,soda,long life bakery product,cake bar
root vegetables,whole milk,rolls/buns,,,,,,
pork,brown bread,salt,liquor,shopping bags,,,,
whole milk,yogurt,rolls/buns,waffles,specialty bar,,,,
beverages,,,,,,,,
tropical fruit,domestic eggs,newspapers,,,,,,
specialty chocolate,,,,,,,,
pastry,,,,,,,,
cat food,,,,,,,,
chicken,citrus fruit,root vegetables,other vegetables,beverages,ice cream,rice,Instant food products,sweet spreads
bottled beer,liquor,red/blush wine,,,,,,
whipped/sour cream,candy,,,,,,,
long life bakery product,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,
salty snack,,,,,,,,
other vegetables,soda,specialty bar,,,,,,
meat,citrus fruit,root vegetables,whole milk,dessert,yogurt,waffles,detergent,
fish,rolls/buns,pot plants,,,,,,
whole milk,sliced cheese,long life bakery product,candy,hair spray,,,,
detergent,,,,,,,,
hamburger meat,photo/film,,,,,,,
whole milk,dessert,yogurt,sliced cheese,rolls/buns,soda,seasonal products,,
beef,,,,,,,,
frozen meals,bottled beer,,,,,,,
pip fruit,yogurt,,,,,,,
yogurt,frozen vegetables,decalcifier,,,,,,
rolls/buns,,,,,,,,
whole milk,frozen meals,pasta,candy,,,,,
ham,frozen meals,rolls/buns,canned fish,coffee,instant coffee,,,
frozen meals,,,,,,,,
ice cream,canned fruit,canned beer,shopping bags,,,,,
pork,frozen potato products,rolls/buns,margarine,coffee,female sanitary products,,,
chewing gum,,,,,,,,
tropical fruit,root vegetables,other vegetables,butter,dessert,sliced cheese,frozen vegetables,ice cream,frozen dessert
whole milk,pastry,sugar,soda,hygiene articles,,,,
whole milk,cereals,,,,,,,
bottled water,soda,,,,,,,
sausage,whole milk,rolls/buns,,,,,,
whole milk,napkins,,,,,,,
whole milk,,,,,,,,
whole milk,specialty bar,,,,,,,
pork,tropical fruit,white bread,soda,bottled beer,,,,
curd,,,,,,,,
dessert,frozen potato products,specialty chocolate,,,,,,
waffles,,,,,,,,
onions,other vegetables,spread cheese,misc. beverages,,,,,
misc. beverages,canned beer,,,,,,,
shopping bags,,,,,,,,
white wine,,,,,,,,
frankfurter,curd,semi-finished bread,,,,,,
white bread,canned beer,,,,,,,
pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags,
other vegetables,whole milk,,,,,,,
pork,,,,,,,,
berries,salt,organic products,cat food,soda,bottled beer,female sanitary products,,
frankfurter,root vegetables,bottled beer,shopping bags,,,,,
root vegetables,whole milk,hard cheese,candy,,,,,
finished products,pip fruit,frozen potato products,soda,,,,,
bottled water,misc. beverages,bottled beer,,,,,,
margarine,coffee,instant coffee,soda,canned beer,,,,
soda,shopping bags,,,,,,,
hamburger meat,whole milk,canned vegetables,soda,,,,,
root vegetables,onions,other vegetables,whole milk,curd,yogurt,frozen fish,waffles,
root vegetables,onions,other vegetables,curd,whipped/sour cream,pickled vegetables,specialty vegetables,,
soda,,,,,,,,
canned beer,,,,,,,,
frozen fish,,,,,,,,
beverages,,,,,,,,
pip fruit,,,,,,,,
pot plants,,,,,,,,
pork,whole milk,,,,,,,
fruit/vegetable juice,,,,,,,,
fruit/vegetable juice,,,,,,,,
fruit/vegetable juice,salty snack,,,,,,,
tropical fruit,,,,,,,,
yogurt,misc. beverages,,,,,,,
canned beer,,,,,,,,
canned beer,,,,,,,,
cream cheese ,rolls/buns,candy,shopping bags,,,,,
bottled water,,,,,,,,
sausage,hamburger meat,citrus fruit,other vegetables,dessert,yogurt,frozen meals,frozen potato products,white bread
soda,bottled beer,liquor,red/blush wine,,,,,
newspapers,,,,,,,,
whole milk,beverages,,,,,,,
pot plants,,,,,,,,
yogurt,hard cheese,sugar,bottled beer,,,,,
roll products ,misc. beverages,,,,,,,
soft cheese,,,,,,,,
frozen meals,,,,,,,,
ice cream,,,,,,,,
frankfurter,pork,tropical fruit,whole milk,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers
meat,turkey,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt
soda,,,,,,,,
butter milk,pastry,,,,,,,
frozen potato products,rolls/buns,oil,bottled water,canned beer,hygiene articles,napkins,,
other vegetables,margarine,coffee,canned beer,flower (seeds),,,,
frankfurter,pork,whole milk,pastry,soda,,,,
misc. beverages,salty snack,,,,,,,
sausage,UHT-milk,,,,,,,
butter,yogurt,rolls/buns,detergent,shopping bags,,,,
frankfurter,pork,beef,hamburger meat,other vegetables,whole milk,butter,curd,yogurt
bottled water,,,,,,,,
kitchen towels,,,,,,,,
other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers,
butter,ice cream,margarine,soda,,,,,
sausage,whole milk,domestic eggs,rolls/buns,fruit/vegetable juice,light bulbs,,,
frankfurter,pork,pip fruit,root vegetables,other vegetables,whole milk,butter milk,yogurt,cream cheese 
liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,white wine,,,
white wine,,,,,,,,
frankfurter,tropical fruit,root vegetables,whole milk,curd,dessert,frozen vegetables,pastry,instant coffee
meat,,,,,,,,
canned beer,,,,,,,,
chicken,soda,liquor,white wine,shopping bags,,,,
other vegetables,hard cheese,processed cheese,cereals,pickled vegetables,long life bakery product,specialty chocolate,,
pip fruit,whole milk,dessert,butter milk,rolls/buns,cereals,,,
other vegetables,whole milk,processed cheese,white bread,soda,newspapers,,,
yogurt,frozen vegetables,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,
shopping bags,,,,,,,,
UHT-milk,bottled water,soda,,,,,,
whole milk,dessert,butter milk,,,,,,
hamburger meat,pip fruit,other vegetables,whole milk,yogurt,cream cheese ,margarine,sugar,baking powder
frozen vegetables,bottled beer,,,,,,,
root vegetables,other vegetables,whole milk,butter,dessert,frozen meals,frozen fish,rice,bottled water
sausage,other vegetables,whole milk,butter,cat food,salty snack,long life bakery product,waffles,chocolate
whole milk,rolls/buns,salty snack,chocolate,newspapers,,,,
beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt
sausage,meat,whole milk,rolls/buns,bottled beer,,,,
pork,beef,packaged fruit/vegetables,pastry,,,,,
bottled beer,,,,,,,,
salty snack,female sanitary products,,,,,,,
bottled beer,,,,,,,,
soda,skin care,,,,,,,
bottled water,,,,,,,,
frankfurter,other vegetables,mustard,soda,napkins,light bulbs,,,
tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,baking powder,long life bakery product,chocolate,newspapers
canned beer,,,,,,,,
chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles
citrus fruit,tropical fruit,ice cream,,,,,,
curd,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack
citrus fruit,tropical fruit,brown bread,napkins,,,,,
other vegetables,soda,bottled beer,,,,,,
bottled water,soda,waffles,,,,,,
chicken,root vegetables,onions,other vegetables,frozen vegetables,cake bar,,,
waffles,,,,,,,,
curd,cake bar,,,,,,,
oil,,,,,,,,
berries,root vegetables,herbs,other vegetables,whole milk,curd,cream cheese ,cereals,long life bakery product
frankfurter,hamburger meat,whole milk,cream cheese ,salty snack,,,,
pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware,
tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,napkins,dishes,,
frankfurter,meat,whole milk,roll products ,flour,pickled vegetables,bottled beer,napkins,shopping bags
specialty cheese,chewing gum,,,,,,,
pork,root vegetables,onions,bottled water,soda,,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,hard cheese,specialty cheese
bottled beer,white wine,,,,,,,
other vegetables,butter milk,rolls/buns,oil,bottled water,fruit/vegetable juice,softener,dishes,
frankfurter,beef,pip fruit,whole milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,flour
canned beer,,,,,,,,
citrus fruit,tropical fruit,dessert,condensed milk,margarine,,,,
other vegetables,white bread,,,,,,,
citrus fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,soft cheese,frozen vegetables,white bread,flour
whole milk,cream cheese ,salty snack,candy,,,,,
soda,fruit/vegetable juice,cake bar,candy,candles,,,,
other vegetables,,,,,,,,
pip fruit,,,,,,,,
canned beer,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,butter milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns
root vegetables,onions,other vegetables,frozen fruits,canned beer,,,,
other vegetables,whole milk,yogurt,rolls/buns,newspapers,,,,
root vegetables,other vegetables,yogurt,rolls/buns,flour,,,,
bottled water,,,,,,,,
whole milk,,,,,,,,
root vegetables,whole milk,roll products ,,,,,,
tropical fruit,pip fruit,other vegetables,frozen vegetables,ice cream,brown bread,pastry,flour,pickled vegetables
butter,curd,dessert,cream cheese ,canned beer,candy,shopping bags,,
flower soil/fertilizer,,,,,,,,
pasta,soda,snack products,cake bar,,,,,
other vegetables,dessert,candy,abrasive cleaner,dishes,cling film/bags,candles,,
other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags,
beef,,,,,,,,
root vegetables,,,,,,,,
whole milk,frozen vegetables,coffee,,,,,,
pork,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,domestic eggs,rolls/buns
beef,other vegetables,,,,,,,
specialty bar,,,,,,,,
salty snack,,,,,,,,
sausage,ham,grapes,other vegetables,bottled water,misc. beverages,brandy,shopping bags,
tropical fruit,frozen meals,rolls/buns,bottled beer,newspapers,,,,
canned beer,,,,,,,,
pip fruit,grapes,whole milk,yogurt,spread cheese,brown bread,semi-finished bread,rice,pickled vegetables
turkey,,,,,,,,
other vegetables,,,,,,,,
sausage,beef,citrus fruit,tropical fruit,nuts/prunes,root vegetables,other vegetables,whole milk,mayonnaise
frankfurter,pip fruit,nuts/prunes,onions,specialty cheese,brown bread,soda,fruit/vegetable juice,salty snack
citrus fruit,whole milk,soft cheese,rice,margarine,sugar,soups,bottled water,
chicken,pork,frozen vegetables,soda,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese
flour,sugar,cat food,misc. beverages,waffles,,,,
baking powder,,,,,,,,
finished products,tropical fruit,pip fruit,other vegetables,whole milk,frozen fish,pastry,canned fish,seasonal products
frankfurter,rolls/buns,margarine,soda,,,,,
chicken,curd,UHT-milk,cream cheese ,margarine,coffee,salty snack,waffles,dishes
chicken,other vegetables,whole milk,domestic eggs,oil,margarine,sugar,coffee,bottled beer
sausage,beef,whole milk,pastry,,,,,
beef,other vegetables,margarine,soda,,,,,
whole milk,frozen meals,specialty chocolate,,,,,,
sausage,other vegetables,,,,,,,
other vegetables,pot plants,,,,,,,
onions,roll products ,,,,,,,
sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables
frankfurter,sausage,tropical fruit,oil,spices,pickled vegetables,bottled water,misc. beverages,
zwieback,long life bakery product,dental care,,,,,,
chicken,tropical fruit,pip fruit,whipped/sour cream,sugar,baking powder,instant coffee,soda,
frankfurter,curd cheese,,,,,,,
whole milk,whipped/sour cream,semi-finished bread,baking powder,pickled vegetables,bottled water,soda,napkins,
frozen fish,brandy,,,,,,,
berries,whole milk,frozen meals,frozen dessert,rolls/buns,soda,shopping bags,,
chicken,pork,other vegetables,whole milk,butter,curd,margarine,pickled vegetables,waffles
onions,yogurt,ice cream,,,,,,
beef,root vegetables,herbs,packaged fruit/vegetables,whipped/sour cream,cream cheese ,vinegar,oil,margarine
root vegetables,whole milk,semi-finished bread,cat food,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles
soda,,,,,,,,
whole milk,soft cheese,rum,,,,,,
citrus fruit,butter,dessert,processed cheese,white bread,pickled vegetables,seasonal products,dental care,
sausage,citrus fruit,whole milk,UHT-milk,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice
sparkling wine,,,,,,,,
UHT-milk,cat food,coffee,bottled beer,white wine,sparkling wine,shopping bags,,
soda,,,,,,,,
curd,cat food,soda,,,,,,
whole milk,processed cheese,mayonnaise,margarine,mustard,cat food,coffee,bottled water,
frankfurter,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt
chocolate,,,,,,,,
other vegetables,processed cheese,tea,,,,,,
coffee,,,,,,,,
tropical fruit,other vegetables,butter milk,curd cheese,sugar,fruit/vegetable juice,bottled beer,chocolate,candles
beef,fish,yogurt,pastry,soda,specialty chocolate,,,
whipped/sour cream,domestic eggs,bottled water,soda,,,,,
tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar
UHT-milk,canned beer,,,,,,,
root vegetables,semi-finished bread,specialty bar,,,,,,
frankfurter,sausage,butter,dessert,spread cheese,white bread,pastry,coffee,waffles
